player_id,name,web_name,team,price,ownership,transfers_in_event,transfers_out_event,form,minutes,status,snapshot_date
476,Dan Burn,Burn,Newcastle,5.1,4.3,135,62343,2.8,1255,i,2025-12-30
477,Tino Livramento,Livramento,Newcastle,4.9,2.4,61,20923,1.2,976,d,2025-12-30
478,Kieran Trippier,Trippier,Newcastle,4.9,1.3,37,2397,0.0,699,d,2025-12-30
479,Emil Krafth,Krafth,Newcastle,4.3,0.0,5,43,0.0,45,d,2025-12-30
480,Jamaal Lascelles,Lascelles,Newcastle,4.3,0.1,3,168,0.0,19,d,2025-12-30
481,Alex Murphy,A.Murphy,Newcastle,3.8,0.7,1301,2351,0.0,0,a,2025-12-30
482,Harrison Ashby,Ashby,Newcastle,3.9,0.1,66,131,0.0,0,a,2025-12-30
483,Miodrag Pivaš,Pivas,Newcastle,3.8,0.4,546,1916,0.0,0,a,2025-12-30
484,Matt Targett,Targett,Newcastle,4.0,0.2,0,151,0.0,0,u,2025-12-30
485,Anthony Gordon,Gordon,Newcastle,7.4,5.1,103570,16630,5.8,778,a,2025-12-30
486,Anthony Elanga,Elanga,Newcastle,6.5,2.8,352,7215,1.0,675,d,2025-12-30
487,Harvey Barnes,Barnes,Newcastle,6.1,1.1,5795,12902,1.2,754,a,2025-12-30
488,Bruno Guimarães Rodriguez Moura,Bruno G.,Newcastle,7.0,13.5,67197,97948,4.4,1479,a,2025-12-30
489,Jacob Murphy,J.Murphy,Newcastle,6.0,0.9,6206,2925,1.6,891,a,2025-12-30
490,Joelinton Cássio Apolinário de Lira,Joelinton,Newcastle,5.9,0.3,994,892,1.2,957,a,2025-12-30
491,Sandro Tonali,Tonali,Newcastle,5.3,1.0,3798,3010,1.4,1230,a,2025-12-30
492,Antoñito Cordero Campillo,Antoñito C.,Newcastle,4.9,0.0,0,9,0.0,0,u,2025-12-30
494,Joe Willock,Willock,Newcastle,5.0,0.1,277,232,1.0,230,a,2025-12-30
495,Isaac Hayden,Hayden,Newcastle,4.5,0.0,0,2,0.0,0,u,2025-12-30
496,Garang Kuol,Kuol,Newcastle,4.4,0.0,0,26,0.0,0,u,2025-12-30
497,Lewis Miley,L.Miley,Newcastle,4.5,3.3,26277,9758,2.2,750,a,2025-12-30
498,Joe White,White,Newcastle,4.5,0.0,0,5,0.0,0,u,2025-12-30
500,William Osula,Osula,Newcastle,5.4,0.2,18,237,0.0,213,d,2025-12-30
501,Sean Neave,Neave,Newcastle,4.3,0.2,280,400,0.0,0,a,2025-12-30
674,Aaron Ramsdale,Ramsdale,Newcastle,4.8,1.0,7843,2277,1.8,553,a,2025-12-30
684,Malick Thiaw,Thiaw,Newcastle,5.0,3.2,56536,10633,1.8,1262,a,2025-12-30
689,Seung-Soo Park,Seung soo,Newcastle,4.4,0.2,48,293,0.0,0,a,2025-12-30
714,Nick Woltemade,Woltemade,Newcastle,7.4,19.2,115979,63694,4.4,1162,a,2025-12-30
753,John Ruddy,Ruddy,Newcastle,4.0,0.0,48,44,0.0,0,a,2025-12-30
765,Leo Shahar,Shahar,Newcastle,4.0,0.0,333,105,0.0,0,a,2025-12-30
772,Sam Alabi,Alabi,Newcastle,4.5,0.0,27,3,0.0,0,a,2025-12-30
12,Oleksandr Zinchenko,Zinchenko,Nott'm Forest,4.9,0.2,499,254,0.2,262,a,2025-12-30
426,James McAtee,McAtee,Nott'm Forest,5.0,0.1,124,200,0.3,148,a,2025-12-30
502,Matz Sels,Sels,Nott'm Forest,4.6,6.0,2903,13018,1.7,1350,a,2025-12-30
503,Carlos Miguel dos Santos Pereira,C.Miguel,Nott'm Forest,4.0,0.1,0,81,0.0,0,u,2025-12-30
504,Matt Turner,Turner,Nott'm Forest,4.0,0.1,0,104,0.0,0,u,2025-12-30
505,Nikola Milenković,Milenković,Nott'm Forest,5.1,3.4,7673,4649,3.2,1620,a,2025-12-30
506,Murillo Costa dos Santos,Murillo,Nott'm Forest,5.2,1.9,7136,2534,1.7,1009,a,2025-12-30
507,Ola Aina,Aina,Nott'm Forest,4.7,1.9,29,1831,0.0,270,i,2025-12-30
508,Neco Williams,N.Williams,Nott'm Forest,4.7,3.5,9430,7396,3.3,1620,a,2025-12-30
509,David Mota Veiga Teixeira do Carmo,David Carmo,Nott'm Forest,4.5,0.0,0,10,0.0,0,u,2025-12-30
510,Jair Paula da Cunha Filho,Jair Cunha,Nott'm Forest,4.3,0.1,72,76,0.0,90,a,2025-12-30
511,Felipe Rodrigues da Silva,Morato,Nott'm Forest,4.3,0.1,128,266,2.0,708,a,2025-12-30
512,Omar Richards,O.Richards,Nott'm Forest,4.5,0.0,0,4,0.0,0,u,2025-12-30
513,Zach Abbott,Abbott,Nott'm Forest,3.8,0.3,1210,1302,0.2,45,a,2025-12-30
514,Willy Boly,Boly,Nott'm Forest,3.8,0.4,295,1341,0.0,0,n,2025-12-30
515,Morgan Gibbs-White,Gibbs-White,Nott'm Forest,7.3,2.9,9520,8043,2.3,1512,a,2025-12-30
516,Callum Hudson-Odoi,Hudson-Odoi,Nott'm Forest,5.7,1.0,11673,4680,4.3,954,a,2025-12-30
517,Elliot Anderson,Anderson,Nott'm Forest,5.3,4.6,19381,17598,3.7,1620,a,2025-12-30
518,João Pedro Ferreira da Silva,Jota,Nott'm Forest,5.4,0.0,0,16,0.0,11,u,2025-12-30
519,Nicolás Domínguez,Dominguez,Nott'm Forest,5.0,0.0,73,38,0.8,347,a,2025-12-30
520,Lewis O'Brien,O'Brien,Nott'm Forest,5.0,0.0,0,1,0.0,0,u,2025-12-30
521,Ibrahim Sangaré,Sangaré,Nott'm Forest,4.9,0.1,20,167,4.3,864,n,2025-12-30
522,Ryan Yates,Yates,Nott'm Forest,4.7,0.1,8,200,0.5,299,d,2025-12-30
523,Eric da Silva Moreira,Da Silva Moreira,Nott'm Forest,4.5,0.1,0,25,0.0,0,u,2025-12-30
524,Marko Stamenić,Stamenic,Nott'm Forest,4.5,0.0,0,16,0.0,0,u,2025-12-30
525,Chris Wood,Wood,Nott'm Forest,7.2,4.9,37,3921,0.0,538,i,2025-12-30
526,Igor Jesus Maciel da Cruz,Igor Jesus,Nott'm Forest,5.8,1.2,16419,5789,3.7,910,a,2025-12-30
527,Taiwo Awoniyi,Awoniyi,Nott'm Forest,5.2,0.3,506,356,0.3,154,a,2025-12-30
669,Dan Ndoye,Ndoye,Nott'm Forest,5.5,0.8,8,3739,1.0,997,d,2025-12-30
675,Angus Gunn,Gunn,Nott'm Forest,4.0,1.2,163,912,0.0,0,a,2025-12-30
693,Omari Hutchinson,Hutchinson,Nott'm Forest,5.4,0.1,7302,407,4.2,652,a,2025-12-30
696,Arnaud Kalimuendo,Kalimuendo,Nott'm Forest,6.0,0.1,175,352,0.3,82,a,2025-12-30
699,Douglas Luiz Soares de Paulo,Douglas Luiz,Nott'm Forest,4.9,0.0,196,169,0.5,262,a,2025-12-30
715,John Victor Maciel Furtado,John,Nott'm Forest,4.0,0.5,5813,766,1.5,270,a,2025-12-30
716,Nicolò Savona,Savona,Nott'm Forest,4.5,0.2,1852,995,2.3,1004,a,2025-12-30
729,Luis Eduardo Soares da Silva,Cuiabano,Nott'm Forest,4.5,0.0,0,0,0.0,0,u,2025-12-30
734,Dilane Bakwa,Bakwa,Nott'm Forest,5.9,0.0,82,50,0.2,173,a,2025-12-30
528,Anthony Patterson,Patterson,Sunderland,4.2,0.2,127,325,0.0,0,a,2025-12-30
529,Simon Moore,Moore,Sunderland,3.9,0.4,221,510,0.0,0,a,2025-12-30
530,Blondy Nna Noukeu,Nna Noukeu,Sunderland,3.9,0.1,82,185,0.0,0,a,2025-12-30
531,Daniel Ballard,Ballard,Sunderland,4.7,3.6,7381,50478,4.4,1119,d,2025-12-30
532,Trai Hume,Hume,Sunderland,4.5,0.3,441,1415,3.0,1471,a,2025-12-30
533,Aji Alese,Alese,Sunderland,4.0,0.0,9,9,0.0,0,i,2025-12-30
534,Joe Anderson,Anderson,Sunderland,3.9,0.4,225,789,0.0,0,a,2025-12-30
535,Dennis Cirkin,Cirkin,Sunderland,4.0,0.0,173,102,0.4,90,a,2025-12-30
536,Leo Fuhr Hjelde,Hjelde,Sunderland,4.0,0.0,49,43,0.0,0,a,2025-12-30
537,Niall Huggins,Huggins,Sunderland,4.0,0.1,0,46,0.0,0,u,2025-12-30
538,Zak Johnson,Johnson,Sunderland,3.9,0.2,63,408,0.0,0,a,2025-12-30
539,Luke O'Nien,O'Nien,Sunderland,4.0,0.0,176,92,-0.2,4,a,2025-12-30
540,Timothée Pembélé,Pembele,Sunderland,3.9,0.4,131,629,0.0,0,a,2025-12-30
541,Reinildo Mandava,Reinildo,Sunderland,3.9,2.7,218,17526,2.8,1022,n,2025-12-30
542,Jenson Seelt,Seelt,Sunderland,4.0,0.1,0,98,0.0,133,u,2025-12-30
543,Simon Adingra,Adingra,Sunderland,4.9,0.4,1183,540,2.8,462,a,2025-12-30
544,Habib Diarra,Diarra,Sunderland,5.3,0.0,6,49,0.2,371,i,2025-12-30
545,Patrick Roberts,Roberts,Sunderland,5.4,0.0,0,3,0.0,27,u,2025-12-30
546,Milan Aleksić,Aleksić,Sunderland,4.9,0.0,0,6,0.0,0,u,2025-12-30
547,Enzo Le Fée,E.Le Fée,Sunderland,4.9,0.9,3048,7613,2.6,1305,a,2025-12-30
548,Romaine Mundle,Mundle,Sunderland,4.9,0.0,21,33,0.8,83,a,2025-12-30
549,Dan Neil,Neil,Sunderland,4.8,0.0,35,50,0.0,2,a,2025-12-30
550,Ian Poveda-Ocampo,Poveda,Sunderland,4.8,0.0,16,28,0.0,0,a,2025-12-30
551,Chris Rigg,Rigg,Sunderland,4.7,0.0,141,129,1.0,316,a,2025-12-30
552,Noah Sadiki,Sadiki,Sunderland,5.0,0.0,17,148,1.4,1414,n,2025-12-30
553,Chemsdine Talbi,Talbi,Sunderland,4.9,0.2,18,716,2.8,881,n,2025-12-30
554,Abdoullah Ba,Ba,Sunderland,4.3,0.4,283,1297,0.0,0,a,2025-12-30
555,Alan Browne,Browne,Sunderland,4.5,0.0,0,25,0.0,0,u,2025-12-30
556,Pierre Ekwah Elimby,Ekwah,Sunderland,4.5,0.0,0,8,0.0,0,u,2025-12-30
557,Harrison Jones,H.Jones,Sunderland,4.3,0.1,134,159,0.0,0,a,2025-12-30
558,Jay Matete,Matete,Sunderland,4.3,0.2,640,687,0.0,0,a,2025-12-30
559,Nectarios Triantis,Triantis,Sunderland,4.4,0.0,0,40,0.0,0,u,2025-12-30
560,Wilson Isidor,Isidor,Sunderland,5.4,2.2,3374,20090,0.8,938,a,2025-12-30
561,Eliezer Mayenda Dossou,Mayenda,Sunderland,5.2,0.5,256,986,0.2,283,a,2025-12-30
562,Ahmed Abdullahi,Abdullahi,Sunderland,4.3,0.4,431,955,0.0,0,a,2025-12-30
563,Luís Hemir Silva Semedo,Luís Hemir,Sunderland,4.4,0.1,0,75,0.0,0,u,2025-12-30
564,Nazarii Rusyn,Rusyn,Sunderland,4.4,0.1,0,55,0.0,0,u,2025-12-30
668,Granit Xhaka,Xhaka,Sunderland,5.2,6.6,18636,26203,3.6,1602,a,2025-12-30
670,Robin Roefs,Roefs,Sunderland,4.8,9.6,25930,20002,4.6,1620,a,2025-12-30
678,Arthur Masuaku,Masuaku,Sunderland,3.9,0.6,14,1570,0.0,125,n,2025-12-30
683,Omar Alderete,Alderete,Sunderland,4.0,5.4,23003,15204,4.4,1207,a,2025-12-30
694,Nordi Mukiele,Mukiele,Sunderland,4.2,6.7,21816,23593,3.8,1440,a,2025-12-30
724,Lutsharel Geertruida,Geertruida,Sunderland,4.5,0.0,118,172,2.0,712,a,2025-12-30
730,Brian Brobbey,Brobbey,Sunderland,5.5,0.3,1879,3373,1.6,461,a,2025-12-30
735,Bertrand Traoré,Traoré,Sunderland,5.5,0.0,10,300,0.8,607,n,2025-12-30
774,Jenson Jones,Jenson Jones,Sunderland,4.0,0.0,39,5,0.0,0,a,2025-12-30
775,Tymur Tutierov,Tutierov,Sunderland,4.5,0.0,24,3,0.0,0,a,2025-12-30
565,Guglielmo Vicario,Vicario,Spurs,4.8,6.9,3606,10482,3.6,1620,a,2025-12-30
566,Brandon Austin,Austin,Spurs,3.9,0.3,162,392,0.0,0,a,2025-12-30
567,Antonín Kinský,Kinsky,Spurs,3.9,1.8,640,2585,0.0,0,a,2025-12-30
568,Pedro Porro Sauceda,Pedro Porro,Spurs,5.2,12.6,9011,20021,2.6,1415,a,2025-12-30
569,Cristian Romero,Romero,Spurs,5.0,3.6,6208,10714,4.8,1187,a,2025-12-30
570,Kevin Danso,Danso,Spurs,4.2,0.1,519,244,2.2,581,a,2025-12-30
571,Ben Davies,Davies,Spurs,4.3,0.1,80,77,0.2,31,a,2025-12-30
572,Radu Drăgușin,Dragusin,Spurs,4.5,0.0,66,25,0.2,5,a,2025-12-30
573,Djed Spence,Spence,Spurs,4.3,1.1,2926,2313,2.8,1163,a,2025-12-30
574,Destiny Udogie,Udogie,Spurs,4.3,0.3,18,700,0.2,605,i,2025-12-30
575,Micky van de Ven,Van de Ven,Spurs,4.5,26.2,42357,47279,3.6,1519,a,2025-12-30
576,Ashley Phillips,Phillips,Spurs,4.0,0.0,0,5,0.0,0,u,2025-12-30
577,Takai Kōta,Takai,Spurs,4.0,0.0,46,51,0.0,0,a,2025-12-30
578,Luka Vušković,Vuskovic,Spurs,3.9,0.3,0,351,0.0,0,u,2025-12-30
579,Son Heung-min,Son,Spurs,8.5,0.1,0,29,0.0,0,u,2025-12-30
580,Brennan Johnson,Johnson,Spurs,6.5,2.4,791,2347,1.0,602,a,2025-12-30
581,James Maddison,Maddison,Spurs,6.8,0.1,29,62,0.0,0,i,2025-12-30
582,Mohammed Kudus,Kudus,Spurs,6.4,14.1,18442,40329,3.2,1427,a,2025-12-30
583,Dejan Kulusevski,Kulusevski,Spurs,6.4,0.0,10,14,0.0,0,i,2025-12-30
584,Mathys Tel,Tel,Spurs,6.2,0.1,229,277,1.0,274,a,2025-12-30
585,Rodrigo Bentancur,Bentancur,Spurs,5.3,0.2,509,621,3.4,1142,a,2025-12-30
586,Lucas Bergvall,Bergvall,Spurs,5.3,0.2,263,706,1.4,724,d,2025-12-30
587,Yves Bissouma,Bissouma,Spurs,5.2,0.0,5,27,0.0,0,n,2025-12-30
588,Wilson Odobert,Odobert,Spurs,5.3,0.0,184,90,0.8,536,a,2025-12-30
589,Manor Solomon,Solomon,Spurs,5.4,0.0,0,2,0.0,0,u,2025-12-30
590,Bryan Gil Salvatierra,Bryan,Spurs,4.9,0.0,0,9,0.0,0,u,2025-12-30
591,Archie Gray,Gray,Spurs,4.8,0.1,1115,198,3.0,435,a,2025-12-30
592,Mikey Moore,Moore,Spurs,5.0,0.0,0,1,0.0,0,u,2025-12-30
593,Pape Matar Sarr,P.M.Sarr,Spurs,4.5,0.9,203,3825,0.6,703,n,2025-12-30
594,Yang Min-hyeok,Min-hyeok,Spurs,4.5,0.0,0,4,0.0,0,u,2025-12-30
595,Callum Olusesi,Olusesi,Spurs,4.3,0.2,372,454,0.0,0,a,2025-12-30
596,Dominic Solanke-Mitchell,Solanke,Spurs,7.2,0.9,35,384,0.0,31,i,2025-12-30
597,Richarlison de Andrade,Richarlison,Spurs,6.4,7.7,19972,20215,3.8,1073,a,2025-12-30
598,Will Lankshear,Lankshear,Spurs,4.5,0.0,0,9,0.0,0,u,2025-12-30
599,Dane Scarlett,Scarlett,Spurs,4.3,0.6,451,1039,0.0,0,a,2025-12-30
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,Spurs,5.5,1.1,1013,5194,1.4,1112,a,2025-12-30
717,Xavi Simons,Xavi,Spurs,6.5,1.0,75,8815,3.4,830,s,2025-12-30
726,Randal Kolo Muani,Kolo Muani,Spurs,6.9,0.3,877,2002,2.0,672,a,2025-12-30
745,Jun'ai Byfield,Byfield,Spurs,4.0,0.0,63,65,0.0,0,a,2025-12-30
750,James Rowswell,Rowswell,Spurs,4.0,0.0,51,72,0.0,0,a,2025-12-30
751,Yusuf Akhamrich,Akhamrich,Spurs,4.5,0.0,25,27,0.0,0,a,2025-12-30
149,Igor Julio dos Santos de Paulo,Igor,West Ham,4.5,0.1,162,224,0.0,103,n,2025-12-30
600,Alphonse Areola,Areola,West Ham,4.3,2.2,4527,3524,2.3,1260,a,2025-12-30
601,Wes Foderingham,Foderingham,West Ham,4.0,0.3,0,348,0.0,0,u,2025-12-30
602,Krisztián Hegyi,Hegyi,West Ham,3.9,0.3,305,355,0.0,0,a,2025-12-30
603,El Hadji Malick Diouf,Diouf,West Ham,4.0,1.5,113,10526,1.7,1387,n,2025-12-30
604,Emerson Palmieri dos Santos,Emerson,West Ham,4.4,0.1,0,38,0.0,0,u,2025-12-30
605,Maximilian Kilman,Kilman,West Ham,4.2,0.2,1304,407,1.7,1353,a,2025-12-30
606,Konstantinos Mavropanos,Mavropanos,West Ham,4.4,0.1,211,232,2.2,866,a,2025-12-30
607,Nayef Aguerd,N.Aguerd,West Ham,4.4,0.0,0,16,0.0,180,u,2025-12-30
608,Ollie Scarles,Scarles,West Ham,4.3,0.0,91,30,0.5,222,a,2025-12-30
609,Jean-Clair Todibo,Todibo,West Ham,4.3,0.1,444,303,1.7,1116,a,2025-12-30
610,Aaron Wan-Bissaka,Wan-Bissaka,West Ham,4.2,4.2,67,13763,1.5,1011,n,2025-12-30
611,Kaelan Casey,Casey,West Ham,4.0,0.1,0,76,0.0,0,u,2025-12-30
612,Lucas Tolentino Coelho de Lima,L.Paquetá,West Ham,5.9,1.5,6239,4056,1.5,1369,a,2025-12-30
613,Tomáš Souček,Souček,West Ham,5.7,0.2,271,608,1.2,573,a,2025-12-30
614,James Ward-Prowse,Ward-Prowse,West Ham,5.6,0.2,224,293,0.0,414,a,2025-12-30
615,Crysencio Summerville,Summerville,West Ham,5.5,0.1,586,488,1.3,930,a,2025-12-30
616,Edson Álvarez Velázquez,Álvarez,West Ham,4.9,0.0,0,13,0.0,0,u,2025-12-30
617,Maxwel Cornet,Cornet,West Ham,4.9,0.0,0,3,0.0,0,u,2025-12-30
618,Guido Rodríguez,G.Rodriguez,West Ham,4.8,0.0,36,79,0.7,164,a,2025-12-30
619,Luis Guilherme Lira dos Santos,L.Guilherme,West Ham,4.9,0.0,15,25,0.2,121,a,2025-12-30
620,George Earthy,Earthy,West Ham,4.5,0.0,80,79,0.2,8,a,2025-12-30
621,Andy Irving,Irving,West Ham,4.3,0.3,867,736,0.2,156,a,2025-12-30
622,Lewis Orford,Orford,West Ham,4.4,0.1,0,55,0.0,0,u,2025-12-30
623,Freddie Potts,Potts,West Ham,4.4,0.8,3584,1977,2.2,822,a,2025-12-30
624,Jarrod Bowen,Bowen,West Ham,7.6,7.2,28665,36539,4.5,1620,a,2025-12-30
625,Niclas Füllkrug,Füllkrug,West Ham,5.6,0.6,372,613,0.2,407,a,2025-12-30
626,Callum Marshall,Marshall,West Ham,4.3,0.6,728,1134,0.0,58,a,2025-12-30
659,Kyle Walker-Peters,Walker-Peters,West Ham,4.2,0.3,1075,575,0.8,690,a,2025-12-30
671,Callum Wilson,Wilson,West Ham,5.8,0.7,1796,6907,1.8,651,a,2025-12-30
679,Mads Hermansen,Hermansen,West Ham,4.3,0.2,41,256,0.0,360,a,2025-12-30
708,Mateus Gonçalo Espanha Fernandes,M.Fernandes,West Ham,5.5,0.2,2451,1240,4.0,1234,a,2025-12-30
718,Soungoutou Magassa,S.Magassa,West Ham,5.0,0.0,599,99,4.0,606,a,2025-12-30
738,Lukasz Fabianski,Fabianski,West Ham,4.5,0.0,157,106,0.0,0,a,2025-12-30
747,Ezra Mayers,Mayers,West Ham,4.0,0.0,80,77,0.3,33,a,2025-12-30
752,Airidas Golambeckis,Golambeckis,West Ham,4.0,0.0,46,84,0.0,0,a,2025-12-30
758,Mohamadou Kanté,Mohamadou Kanté,West Ham,4.5,0.0,55,64,0.4,9,a,2025-12-30
627,Sam Johnstone,Johnstone,Wolves,4.4,0.1,106,248,0.8,1080,a,2025-12-30
628,José Malheiro de Sá,José Sá,Wolves,4.2,1.0,505,1277,0.5,540,a,2025-12-30
629,Daniel Bentley,Bentley,Wolves,3.9,0.5,179,790,0.0,0,d,2025-12-30
631,Emmanuel Agbadou,Agbadou,Wolves,4.3,0.1,3,320,1.0,1010,n,2025-12-30
632,Matt Doherty,Doherty,Wolves,4.4,0.1,72,113,1.2,509,a,2025-12-30
633,Hugo Bueno López,H.Bueno,Wolves,4.3,0.1,26,174,0.5,888,a,2025-12-30
634,Yerson Mosquera Valdelamar,Mosquera,Wolves,4.3,0.0,76,67,0.7,596,d,2025-12-30
635,Rodrigo Martins Gomes,R.Gomes,Wolves,4.4,0.1,2,59,0.0,331,i,2025-12-30
636,Santiago Ignacio Bueno,S.Bueno,Wolves,4.4,0.1,181,160,1.7,844,d,2025-12-30
637,Toti Gomes,Toti,Wolves,4.2,0.1,9,488,1.8,949,i,2025-12-30
638,Ki-Jana Hoever,Hoever,Wolves,3.8,1.4,5407,5437,0.8,423,a,2025-12-30
639,Bastien Meupiyou Menadjou,Meupiyou,Wolves,4.0,0.0,0,10,0.0,0,u,2025-12-30
640,Pedro Cardoso de Lima,Pedro Lima,Wolves,4.0,0.4,0,522,0.0,0,u,2025-12-30
641,Alfie Pond,Pond,Wolves,3.9,1.2,280,1983,0.0,0,a,2025-12-30
642,Hwang Hee-chan,Hee Chan,Wolves,5.6,0.1,147,192,0.8,642,a,2025-12-30
643,André Trindade da Costa Neto,André,Wolves,5.3,0.1,58,395,2.7,1333,s,2025-12-30
644,Jean-Ricner Bellegarde,Bellegarde,Wolves,5.2,0.0,4,61,1.8,685,i,2025-12-30
645,Fer López González,Fer López,Wolves,5.2,0.0,17,33,0.7,226,a,2025-12-30
646,João Victor Gomes da Silva,Gomes,Wolves,5.3,0.1,201,152,2.5,1369,a,2025-12-30
647,Gonçalo Manuel Ganchinho Guedes,Guedes,Wolves,5.5,0.0,0,1,0.0,0,u,2025-12-30
648,Marshall Munetsi,Munetsi,Wolves,5.3,0.0,7,117,0.2,872,i,2025-12-30
649,Boubacar Traoré,B.Traore,Wolves,5.0,0.0,0,0,0.0,0,u,2025-12-30
650,Tawanda Chirewa,Chirewa,Wolves,4.3,0.2,67,681,0.2,21,n,2025-12-30
651,Tom Edozie,Edozie,Wolves,4.3,0.4,839,1071,0.0,0,a,2025-12-30
652,Enso González Medina,Gonzalez,Wolves,4.3,1.4,3448,3865,0.0,0,a,2025-12-30
653,Joe Hodge,Hodge,Wolves,4.5,0.0,0,30,0.0,0,u,2025-12-30
654,Jørgen Strand Larsen,Strand Larsen,Wolves,6.1,0.9,425,1700,1.3,1231,a,2025-12-30
655,Fábio Soares Silva,Fábio Silva,Wolves,4.9,0.2,0,80,0.0,0,u,2025-12-30
656,Saša Kalajdžić,Kalajdžić,Wolves,4.9,0.1,0,18,0.0,14,u,2025-12-30
657,Leon Chiwome,Chiwome,Wolves,4.4,0.0,36,55,0.0,0,i,2025-12-30
658,Nathan Fraser,Fraser,Wolves,4.3,1.7,2149,3410,0.0,0,a,2025-12-30
663,Jhon Arias,J.Arias,Wolves,4.9,0.1,61,225,1.3,818,a,2025-12-30
682,David Møller Wolfe,Møller Wolfe,Wolves,4.3,0.1,43,111,1.5,700,a,2025-12-30
695,Jackson Tchatchoua,Tchatchoua,Wolves,4.4,0.0,41,77,1.2,831,a,2025-12-30
709,Ladislav Krejcí,Krejčí,Wolves,4.5,0.0,80,164,0.8,1143,a,2025-12-30
720,Tolu Arokodare,Tolu,Wolves,5.4,0.1,734,277,2.7,425,a,2025-12-30
749,Mateus Mané,Mané,Wolves,4.5,0.1,2661,1039,1.7,181,a,2025-12-30
766,Saheed Olagunju,Olagunju,Wolves,4.0,0.0,53,38,0.0,0,a,2025-12-30
767,Luke Rawlings,Rawlings,Wolves,4.5,0.0,87,42,0.0,0,a,2025-12-30
